Title,Genre
Nightbooks,Horror
Igor,Animation
Igor,Comedy
Igor,Family
Igor,Fantasy
Igor,Horror
In the Morning of La Petite Mort,Drama
The Swordsman,Action
The Swordsman,Drama
The Swordsman,History
The Guardian Brothers,Animation
The Guardian Brothers,Family
The Guardian Brothers,Fantasy
Sleeper,Comedy
Sleeper,Science Fiction
The Healer,Family
The Healer,Drama
The Healer,Comedy
The Benchwarmers,Comedy
Crimson Peak,Horror
Crimson Peak,Romance
Napoleon Dynamite,Comedy
High and Low,Drama
High and Low,Crime
High and Low,Thriller
High and Low,Mystery
The Jack in the Box,Horror
Aquaslash,Horror
Aquaslash,Comedy
The Tin Drum,Drama
The Tin Drum,History
The Tin Drum,War
A Babysitter's Guide to Monster Hunting,Family
A Babysitter's Guide to Monster Hunting,Fantasy
A Babysitter's Guide to Monster Hunting,Adventure
A Babysitter's Guide to Monster Hunting,Comedy
The Dead Zone,Thriller
The Dead Zone,Horror
The Dead Zone,Science Fiction
Justice League: Doom,Action
Justice League: Doom,Animation
Justice League: Doom,Science Fiction
Don't Look Now... We're Being Shot At!,Comedy
Don't Look Now... We're Being Shot At!,War
She Devils of the SS,Drama
She Devils of the SS,War
Double Team,Action
Double Team,Science Fiction
The Perfect Find,Romance
The Perfect Find,Comedy
Titan A.E.,Animation
Titan A.E.,Action
Titan A.E.,Science Fiction
Titan A.E.,Family
Titan A.E.,Adventure
Margaux,Horror
Margaux,Science Fiction
Billy Madison,Comedy
Risen,Action
Risen,Adventure
Risen,Drama
Risen,Fantasy
The Delta Force,Action
The Delta Force,Thriller
The Delta Force,Adventure
The Delta Force,War
The Thomas Crown Affair,Crime
The Thomas Crown Affair,Romance
The Thomas Crown Affair,Drama
Maverick,Action
Maverick,Adventure
Maverick,Comedy
Maverick,Drama
Maverick,Western
Wandering Bird,Drama
The Art of Self-Defense,Comedy
The Art of Self-Defense,Thriller
Chunin Exam on Fire! and Naruto vs. Konohamaru!,Animation
Chunin Exam on Fire! and Naruto vs. Konohamaru!,Action
Superman/Batman: Public Enemies,Science Fiction
Superman/Batman: Public Enemies,Animation
Superman/Batman: Public Enemies,Action
Superman/Batman: Public Enemies,Adventure
Superman/Batman: Public Enemies,Family
Melancholia,Drama
Melancholia,Science Fiction
Sojourn to Shangri-La,Drama
Traffik,Horror
Traffik,Thriller
Blue Thunder,Drama
Blue Thunder,Action
Blue Thunder,Thriller
The Client,Drama
The Client,Thriller
The Client,Crime
The Client,Mystery
Animal Kingdom,Crime
Animal Kingdom,Drama
Hombre,Western
Naked,Comedy
Guilty of Romance,Thriller
Guilty of Romance,Horror
Guilty of Romance,Mystery
NYAD,Drama
NYAD,History
Frida,Drama
Frida,Romance
Zookeeper,Comedy
Zookeeper,Romance
Zookeeper,Family
Scooby-Doo! and the Goblin King,Adventure
Scooby-Doo! and the Goblin King,Animation
Scooby-Doo! and the Goblin King,Comedy
Scooby-Doo! and the Goblin King,Family
Scooby-Doo! and the Goblin King,Fantasy
Scooby-Doo! and the Goblin King,Music
All Quiet on the Western Front,Drama
All Quiet on the Western Front,War
Purple Noon,Crime
Purple Noon,Thriller
Purple Noon,Drama
The Break-Up,Romance
The Break-Up,Comedy
LEGO Disney Princess: The Castle Quest,Animation
The Independent,Thriller
The Independent,Drama
Vantage Point,Drama
Vantage Point,Action
Vantage Point,Thriller
Vantage Point,Crime
The Sum of All Fears,Thriller
The Sum of All Fears,Action
The Sum of All Fears,Drama
Broken City,Thriller
Broken City,Crime
Broken City,Drama
Welcome to the Club,Animation
Welcome to the Club,Comedy
Fullmetal Alchemist the Movie: The Sacred Star of Milos,Adventure
Fullmetal Alchemist the Movie: The Sacred Star of Milos,Fantasy
Fullmetal Alchemist the Movie: The Sacred Star of Milos,Animation
Fullmetal Alchemist the Movie: The Sacred Star of Milos,Action
Fullmetal Alchemist the Movie: The Sacred Star of Milos,Science Fiction
Iron Sky,Action
Iron Sky,Comedy
Iron Sky,Science Fiction
The Libertine,Drama
The Libertine,Romance
Set It Up,Romance
Set It Up,Comedy
Addicted,Drama
Addicted,Thriller
Darkness Falls,Thriller
Darkness Falls,Horror
Convoy,Action
Convoy,Comedy
Convoy,Drama
Scars,Drama
A Girl Walks Home Alone at Night,Horror
A Girl Walks Home Alone at Night,Romance
Blue Valentine,Drama
Blue Valentine,Romance
Tales from the Crypt: Demon Knight,Horror
Tales from the Crypt: Demon Knight,Comedy
Tales from the Crypt: Demon Knight,Thriller
Le Gendarme de Saint-Tropez,Comedy
Columbus,Drama
Legacy of Rage,Action
Zambezia,Comedy
Zambezia,Animation
Zambezia,Adventure
Zambezia,Family
Scooby-Doo! and the Reluctant Werewolf,Animation
Scooby-Doo! and the Reluctant Werewolf,Family
Scooby-Doo! and the Reluctant Werewolf,TV Movie
Scooby-Doo! and the Reluctant Werewolf,Mystery
Scooby-Doo! and the Reluctant Werewolf,Comedy
Disaster Movie,Comedy
Disaster Movie,Science Fiction
An American Werewolf in Paris,Horror
An American Werewolf in Paris,Comedy
An American Werewolf in Paris,Fantasy
City Hunter,Action
City Hunter,Adventure
City Hunter,Comedy
City Hunter,Romance
Black Emanuelle,Drama
Black Emanuelle,Romance
Black Emanuelle,Adventure
Taxi 4,Action
Taxi 4,Comedy
Death Note: Light Up the New World,Crime
Death Note: Light Up the New World,Horror
Death Note: Light Up the New World,Science Fiction
Death Note: Light Up the New World,Thriller
A Cinderella Story: If the Shoe Fits,Comedy
A Cinderella Story: If the Shoe Fits,Family
A Cinderella Story: If the Shoe Fits,Fantasy
A Cinderella Story: If the Shoe Fits,Music
Rampage,Action
Rampage,Crime
Rampage,Thriller
Nanacatepec,Documentary
Tiger 3,Action
Tiger 3,Adventure
Tiger 3,Thriller
Bean,Comedy
Bean,Family
Bean,Adventure
Anthropoid,History
Anthropoid,Thriller
Anthropoid,War
Stuck in Love,Drama
Stuck in Love,Comedy
Winter's Tale,Drama
Winter's Tale,Fantasy
Winter's Tale,Mystery
Winter's Tale,Romance
Up in the Air,Drama
Up in the Air,Romance
A Chinese Odyssey Part One: Pandora's Box,Action
A Chinese Odyssey Part One: Pandora's Box,Adventure
A Chinese Odyssey Part One: Pandora's Box,Fantasy
A Chinese Odyssey Part One: Pandora's Box,Comedy
A Chinese Odyssey Part One: Pandora's Box,Romance
Tristan & Isolde,Drama
Tristan & Isolde,Romance
The Death of Stalin,Comedy
The Death of Stalin,Drama
The Death of Stalin,History
I Origins,Science Fiction
I Origins,Drama
50 Greatest Harry Potter Moments,Documentary
Throw Momma from the Train,Comedy
Throw Momma from the Train,Crime
Buffalo '66,Drama
Buffalo '66,Romance
Buffalo '66,Comedy
Practical Magic,Romance
Practical Magic,Comedy
Practical Magic,Fantasy
H4Z4RD,Action
H4Z4RD,Comedy
The Preacher's Wife,Family
The Preacher's Wife,Fantasy
The Preacher's Wife,Drama
The Preacher's Wife,Comedy
The Preacher's Wife,Romance
Blues Brothers 2000,Music
Blues Brothers 2000,Action
Blues Brothers 2000,Comedy
Blues Brothers 2000,Crime
172 Days,Drama
172 Days,Romance
Altered Carbon: Resleeved,Animation
Altered Carbon: Resleeved,Science Fiction
Siberia,Crime
Siberia,Romance
Siberia,Thriller
Blowback,Action
Blowback,Mystery
Blowback,Thriller
Blowback,Crime
The Tit and the Moon,Drama
The Tit and the Moon,Comedy
Cléo from 5 to 7,Drama
Cléo from 5 to 7,Music
Herbie Goes Bananas,Fantasy
Herbie Goes Bananas,Comedy
Herbie Goes Bananas,Family
Herbie Goes Bananas,Adventure
Far and Away,Adventure
Far and Away,Drama
Far and Away,Romance
Far and Away,Western
Royalteen: Princess Margrethe,Drama
Royalteen: Princess Margrethe,Romance
Higher Learning,Drama
Higher Learning,Crime
Supergirl,Adventure
Supergirl,Fantasy
Supergirl,Action
Supergirl,Science Fiction
Titus,Drama
Titus,History
Invincible,Drama
Invincible,History
On the Basis of Sex,Drama
On the Basis of Sex,History
Karinyo Brutal,Romance
Karinyo Brutal,Drama
Red Lights,Thriller
The Shop Around the Corner,Comedy
The Shop Around the Corner,Drama
The Shop Around the Corner,Romance
Santa Claus: The Movie,Family
Santa Claus: The Movie,Fantasy
Santa Claus: The Movie,Adventure
I.Q.,Comedy
I.Q.,Drama
I.Q.,Romance
Song of the South,Family
Song of the South,Animation
Death on the Nile,Mystery
9 Bullets,Action
9 Bullets,Thriller
The Banker,Drama
Bill & Ted's Excellent Adventure,Adventure
Bill & Ted's Excellent Adventure,Comedy
Bill & Ted's Excellent Adventure,Science Fiction
My Neighbors the Yamadas,Animation
My Neighbors the Yamadas,Family
Werewolf: The Beast Among Us,Drama
Werewolf: The Beast Among Us,Horror
Werewolf: The Beast Among Us,Thriller
Dear John,Drama
Dear John,Romance
Dear John,War
Everly,Thriller
Everly,Action
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Action
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Adventure
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Animation
Fullmetal Alchemist the Movie: Conqueror of Shamballa,Drama
Menace II Society,Drama
Menace II Society,Crime
Dreamgirls,Drama
Dreamgirls,Music
Notorious,Thriller
Notorious,Romance
Notorious,Mystery
Murder at 1600,Action
Murder at 1600,Drama
Murder at 1600,Mystery
Murder at 1600,Thriller
Murder at 1600,Crime
Quiz Lady,Comedy
Fighting with My Family,Comedy
Bowfinger,Comedy
Hubie Halloween,Comedy
Hubie Halloween,Mystery
Hubie Halloween,Horror
Ugetsu,Fantasy
Ugetsu,Drama
Ugetsu,Mystery
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Animation
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Action
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Adventure
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Comedy
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Fantasy
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,Romance
The Astronaut's Wife,Drama
The Astronaut's Wife,Science Fiction
The Astronaut's Wife,Thriller
City Lights,Comedy
City Lights,Romance
City Lights,Drama
Shogun Assassin,Action
Sleepover,Family
Sleepover,Comedy
Madame,Romance
Madame,Comedy
Madame,Drama
Working Girl,Comedy
Working Girl,Romance
Working Girl,Drama
Piglet's Big Movie,Animation
Piglet's Big Movie,Family
Love Is in the Air,Romance
Love Is in the Air,Comedy
Bandidas,Action
Bandidas,Comedy
Bandidas,Western
Bandidas,Crime
The Taking of Tiger Mountain,Thriller
The Taking of Tiger Mountain,War
The Taking of Tiger Mountain,Adventure
The Professionals,Western
The Professionals,Action
The Professionals,Adventure
Passages,Romance
Passages,Drama
The Alamo,Western
The Alamo,War
Bros,Comedy
Bros,Romance
The Green Inferno,Horror
The Green Inferno,Thriller
The Green Inferno,Adventure
The Secret in Their Eyes,Mystery
The Secret in Their Eyes,Thriller
The Secret in Their Eyes,Drama
Green Snake,Animation
Green Snake,Fantasy
Green Snake,Action
Green Snake,Adventure
Tokyo Ghoul,Action
Tokyo Ghoul,Drama
Tokyo Ghoul,Thriller
You Do You,Comedy
You Do You,Romance
Soul Surfer,Family
Soul Surfer,Drama
Pets United,Animation
Pets United,Family
Pets United,Adventure
Pets United,Comedy
Trauma Center,Action
Trauma Center,Thriller
Ice Twisters,Action
Ice Twisters,Science Fiction
Ice Twisters,TV Movie
Once Upon a Crime,Fantasy
Once Upon a Crime,Comedy
Once Upon a Crime,Crime
Kate,Action
Safe Haven,Romance
Safe Haven,Thriller
14 and Under,Comedy
14 and Under,Romance
Inspector Gadget,Action
Inspector Gadget,Adventure
Inspector Gadget,Comedy
Inspector Gadget,Family
Ichi the Killer,Action
Ichi the Killer,Crime
Ichi the Killer,Horror
Harley Davidson and the Marlboro Man,Action
Harley Davidson and the Marlboro Man,Thriller
Mysterious Skin,Drama
Failure to Launch,Comedy
Failure to Launch,Romance
Scooby-Doo and the Ghoul School,Animation
Scooby-Doo and the Ghoul School,Family
Scooby-Doo and the Ghoul School,TV Movie
Scooby-Doo and the Ghoul School,Mystery
Scooby-Doo and the Ghoul School,Fantasy
The Bad Guys: Reign of Chaos,Action
The Bad Guys: Reign of Chaos,Crime
The Many Adventures of Winnie the Pooh,Animation
The Many Adventures of Winnie the Pooh,Family
The Many Adventures of Winnie the Pooh,Adventure
The Roundup: Punishment,Crime
The Roundup: Punishment,Action
The Roundup: Punishment,Drama
A Stork's Journey,Family
A Stork's Journey,Fantasy
A Stork's Journey,Adventure
A Stork's Journey,Animation
A Stork's Journey,Comedy
Pacific Vein,Animation
Coma,Thriller
Coma,Mystery
Coma,Science Fiction
Before the Fall,Drama
Zeros and Ones,War
Zeros and Ones,Thriller
Jesus Christ Superstar,Music
Jesus Christ Superstar,Drama
Women in Cellblock 9,Drama
Women in Cellblock 9,Action
Women in Cellblock 9,Crime
Women in Cellblock 9,Horror
The Postcard Killings,Drama
The Postcard Killings,Thriller
Split Second,Action
Split Second,Crime
Split Second,Horror
Split Second,Science Fiction
We Are the Nobles,Comedy
Crime Busters,Action
Crime Busters,Comedy
Life Itself,Drama
Life Itself,Romance
The Cave,Action
The Cave,Adventure
The Cave,Horror
The Cave,Thriller
The Cabinet of Dr. Caligari,Drama
The Cabinet of Dr. Caligari,Horror
The Cabinet of Dr. Caligari,Thriller
The Cabinet of Dr. Caligari,Crime
My Bloody Valentine,Horror
My Bloody Valentine,Thriller
My Bloody Valentine,Mystery
Doraemon: Nobita's Little Star Wars 2021,Animation
Doraemon: Nobita's Little Star Wars 2021,Science Fiction
Doraemon: Nobita's Little Star Wars 2021,Adventure
Doraemon: Nobita's Little Star Wars 2021,Family
Dragon Ball Z: Gather Together! Goku's World,Action
Dragon Ball Z: Gather Together! Goku's World,Animation
Dragon Ball Z: Gather Together! Goku's World,Adventure
The Way We Were,Drama
The Way We Were,Romance
Sailor Moon SuperS: The Movie: Black Dream Hole,Animation
Sailor Moon SuperS: The Movie: Black Dream Hole,Fantasy
Sailor Moon SuperS: The Movie: Black Dream Hole,Action
Sailor Moon SuperS: The Movie: Black Dream Hole,Romance
Sailor Moon SuperS: The Movie: Black Dream Hole,Comedy
Blindness,Drama
Blindness,Mystery
Blindness,Science Fiction
Blindness,Thriller
Mamma Mia! Here We Go Again,Comedy
Mamma Mia! Here We Go Again,Romance
A Street Cat Named Bob,Family
A Street Cat Named Bob,Drama
Detective Conan: The Time Bombed Skyscraper,Adventure
Detective Conan: The Time Bombed Skyscraper,Mystery
Detective Conan: The Time Bombed Skyscraper,Animation
The Moon Also Rises,Documentary
Death Note Relight 1: Visions of a God,TV Movie
Death Note Relight 1: Visions of a God,Crime
Death Note Relight 1: Visions of a God,Drama
Death Note Relight 1: Visions of a God,Fantasy
Death Note Relight 1: Visions of a God,Thriller
Death Note Relight 1: Visions of a God,Animation
Home Alone: The Holiday Heist,Comedy
Home Alone: The Holiday Heist,Family
Home Alone: The Holiday Heist,TV Movie
Like Mike,Family
Like Mike,Comedy
Like Mike,Fantasy
Days of Being Wild,Crime
Days of Being Wild,Drama
Days of Being Wild,Romance
Junior,Comedy
Junior,Science Fiction
City Slickers,Comedy
City Slickers,Western
Malum,Horror
Hanna D: The Girl from Vondel Park,Drama
The Rebound,Romance
The Rebound,Comedy
Out of Africa,History
Out of Africa,Romance
Out of Africa,Drama
LEGO Star Wars Holiday Special,Animation
LEGO Star Wars Holiday Special,Family
LEGO Star Wars Holiday Special,Science Fiction
LEGO Star Wars Holiday Special,Adventure
LEGO Star Wars Holiday Special,Comedy
Women,Drama
Women,Comedy
A Good Year,Comedy
A Good Year,Drama
A Good Year,Romance
Megalomaniac,Horror
Megalomaniac,Mystery
Megalomaniac,Thriller
Some Kind of Wonderful,Drama
Some Kind of Wonderful,Romance
Mongol: The Rise of Genghis Khan,History
Mongol: The Rise of Genghis Khan,Adventure
Mongol: The Rise of Genghis Khan,War
Mongol: The Rise of Genghis Khan,Action
Jules,Science Fiction
Jules,Comedy
Jules,Drama
Eureka: Eureka Seven Hi-Evolution,Animation
Eureka: Eureka Seven Hi-Evolution,Drama
Eureka: Eureka Seven Hi-Evolution,Adventure
Eureka: Eureka Seven Hi-Evolution,Science Fiction
Robots,Comedy
Robots,Science Fiction
Robots,Romance
Robots,Fantasy
Easy Rider,Adventure
Easy Rider,Drama
The Englishman Who Went Up a Hill But Came Down a Mountain,Drama
The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy
The Englishman Who Went Up a Hill But Came Down a Mountain,Romance
The Miracle of Marcelino,Drama
The Woman in Red,Comedy
The Woman in Red,Romance
Pokémon: Arceus and the Jewel of Life,Family
Pokémon: Arceus and the Jewel of Life,Animation
Pokémon: Arceus and the Jewel of Life,Adventure
Pokémon: Arceus and the Jewel of Life,Fantasy
Booksmart,Comedy
TEKKEN: Blood Vengeance,Action
TEKKEN: Blood Vengeance,Animation
TEKKEN: Blood Vengeance,Science Fiction
Insomnia,Thriller
Insomnia,Crime
Anacondas: Trail of Blood,Horror
Anacondas: Trail of Blood,Fantasy
Anacondas: Trail of Blood,Action
Anacondas: Trail of Blood,Adventure
Anacondas: Trail of Blood,TV Movie
Hairspray,Comedy
Hairspray,Romance
Hairspray,Drama
Joe Dirt,Mystery
Joe Dirt,Adventure
Joe Dirt,Comedy
Joe Dirt,Romance
Joe Dirt,Drama
Streets of Fire,Action
The Saint,Thriller
The Saint,Action
The Saint,Romance
The Saint,Science Fiction
The Saint,Adventure
Silverton Siege,Action
Silverton Siege,Crime
Silverton Siege,Drama
Call Me Chihiro,Drama
The Cobbler,Fantasy
The Cobbler,Comedy
The Cobbler,Drama
Maid in Sweden,Drama
Nothing to Lose,Drama
Nothing to Lose,History
Pokémon the Movie: Black - Victini and Reshiram,Animation
Pokémon the Movie: Black - Victini and Reshiram,Family
Pokémon the Movie: Black - Victini and Reshiram,Adventure
Pokémon the Movie: Black - Victini and Reshiram,Drama
Pokémon the Movie: Black - Victini and Reshiram,Fantasy
Breakout,Action
Breakout,Thriller
Logan's Run,Action
Logan's Run,Science Fiction
Hannah Montana: The Movie,Comedy
Hannah Montana: The Movie,Drama
Hannah Montana: The Movie,Family
Hannah Montana: The Movie,Music
Hannah Montana: The Movie,Romance
Our Tiny Little Wedding,Comedy
No Game No Life: Zero,Animation
No Game No Life: Zero,Action
No Game No Life: Zero,Drama
No Game No Life: Zero,Romance
No Game No Life: Zero,Fantasy
No Game No Life: Zero,Adventure
Cocoon,Drama
Cocoon,Comedy
Cocoon,Science Fiction
Centigrade,Thriller
"My Teacher, My Obsession",Drama
"My Teacher, My Obsession",Thriller
"My Teacher, My Obsession",TV Movie
My Darling Clementine,Western
My Darling Clementine,Romance
My Darling Clementine,Drama
Dangerous Drugs of Sex,Thriller
Dangerous Drugs of Sex,Drama
Dangerous Drugs of Sex,Horror
Point Blank,Action
Point Blank,Thriller
What to Expect When You're Expecting,Romance
What to Expect When You're Expecting,Comedy
What to Expect When You're Expecting,Drama
The Mermaid,Comedy
The Mermaid,Fantasy
The Mermaid,Romance
Hard Candy,Drama
Hard Candy,Thriller
"What Did You Dream Last Night, Parajanov?",
Uncle Frank,Drama
The Young and Prodigious T.S. Spivet,Adventure
The Young and Prodigious T.S. Spivet,Drama
The Young and Prodigious T.S. Spivet,Family
Ong Bak 3,Action
Ong Bak 3,Adventure
Ong Bak 3,History
"20,000 Species of Bees",Drama
Uli,Drama
In Hell,Action
In Hell,Drama
In Hell,Thriller
The Social Dilemma,Documentary
The Social Dilemma,Drama
Sound of Metal,Drama
Sound of Metal,Music
Quest for Fire,Adventure
Quest for Fire,Drama
Secret Society of Second Born Royals,Action
Secret Society of Second Born Royals,Adventure
Secret Society of Second Born Royals,Comedy
Secret Society of Second Born Royals,Fantasy
Kung Fu Yoga,Comedy
Kung Fu Yoga,Mystery
Kung Fu Yoga,Family
Kung Fu Yoga,Action
Kung Fu Yoga,Adventure
This Is Spinal Tap,Music
This Is Spinal Tap,Comedy
Timecop,Thriller
Timecop,Science Fiction
Timecop,Action
Timecop,Crime
That Obscure Object of Desire,Comedy
That Obscure Object of Desire,Drama
That Obscure Object of Desire,Romance
Unlawful Entry,Crime
Unlawful Entry,Mystery
Unlawful Entry,Thriller
We Will Not Be the Last of Our Kind,Animation
Assassination,Adventure
Assassination,Action
Assassination,Thriller
Kiss Kiss Bang Bang,Comedy
Kiss Kiss Bang Bang,Crime
Kiss Kiss Bang Bang,Mystery
50/50,Comedy
50/50,Drama
Summer Days with Coo,Animation
Summer Days with Coo,Comedy
Summer Days with Coo,Romance
Immortal Demon Slayer,Fantasy
Immortal Demon Slayer,Action
Immortal Demon Slayer,Adventure
The Santa Clause 2,Fantasy
The Santa Clause 2,Comedy
The Santa Clause 2,Family
Curse of the Golden Flower,Action
Curse of the Golden Flower,Drama
Curse of the Golden Flower,Fantasy
Doraemon: Nobita's Chronicle of the Moon Exploration,Animation
Doraemon: Nobita's Chronicle of the Moon Exploration,Adventure
Doraemon: Nobita's Chronicle of the Moon Exploration,Comedy
Doraemon: Nobita's Chronicle of the Moon Exploration,Science Fiction
Doraemon: Nobita's Chronicle of the Moon Exploration,Fantasy
Wild Things 2,Crime
Wild Things 2,Drama
Wild Things 2,Mystery
Money Train,Action
Money Train,Comedy
Money Train,Crime
Escape to Victory,Drama
Escape to Victory,War
Police Story 2,Action
Police Story 2,Crime
Police Story 2,Thriller
Blue Jasmine,Drama
District B13,Action
District B13,Thriller
District B13,Science Fiction
Colonia,Drama
Colonia,History
My Life in Ruins,Comedy
My Life in Ruins,Romance
Moby Dick,Adventure
Moby Dick,Drama
Airport 1975,Action
Airport 1975,Thriller
Airport 1975,Drama
In the Forest,Horror
In the Forest,Thriller
Palm Trees in the Snow,Drama
Palm Trees in the Snow,History
Palm Trees in the Snow,Romance
To Wong Foo,Comedy
To Wong Foo,Drama
Australia,Adventure
Australia,Romance
Australia,Drama
Peeping Tom,Drama
Peeping Tom,Horror
Peeping Tom,Thriller
Cries and Whispers,Drama
That’s All From Me,Drama
They Talk,Horror
They Talk,Mystery
They Talk,Thriller
Abandon,Drama
Abandon,Mystery
Abandon,Thriller
Bus Stop,Comedy
Bus Stop,Drama
Bus Stop,Romance
No Escape,Action
No Escape,Drama
No Escape,Science Fiction
No Escape,Thriller
Flight of the Phoenix,Action
Flight of the Phoenix,Adventure
All I Want for Christmas 2,Family
Terrifier,Horror
Chaplin,Drama
Grimsby,Action
Grimsby,Comedy
Halloween II,Horror
Batman: Hush,Action
Batman: Hush,Animation
Batman: Hush,Crime
Batman: Hush,Mystery
Barabbas,Adventure
Barabbas,Drama
Barabbas,History
"Men, Women & Children",Drama
"Men, Women & Children",Comedy
STILL: A Michael J. Fox Movie,Documentary
Vampires Suck,Horror
Vampires Suck,Comedy
Enough,Drama
Enough,Thriller
The Hot Spot,Romance
The Hot Spot,Crime
The Hot Spot,Thriller
The Place Promised in Our Early Days,Animation
The Place Promised in Our Early Days,Adventure
The Place Promised in Our Early Days,Drama
The Place Promised in Our Early Days,Romance
The Place Promised in Our Early Days,Science Fiction
The Escort,Drama
The Escort,Comedy
The Escort,Romance
Farewell Mister Haffmann,History
Farewell Mister Haffmann,Drama
Breathless,Drama
Breathless,Crime
Shameless,Drama
Shameless,Romance
Southern Comfort,Action
Southern Comfort,Thriller
Breaking,Crime
Breaking,Drama
Breaking,Thriller
Ancika: Dia yang Bersamaku 1995,Drama
Ancika: Dia yang Bersamaku 1995,Romance
13 Exorcisms,Drama
13 Exorcisms,Horror
Memoria,Drama
Memoria,Science Fiction
Memoria,Mystery
The Devil's Backbone,Fantasy
The Devil's Backbone,Drama
The Devil's Backbone,Horror
The Devil's Backbone,Thriller
Star Trek VI: The Undiscovered Country,Science Fiction
Star Trek VI: The Undiscovered Country,Action
Star Trek VI: The Undiscovered Country,Adventure
Star Trek VI: The Undiscovered Country,Thriller
Starship Troopers: Traitor of Mars,Action
Starship Troopers: Traitor of Mars,Animation
Starship Troopers: Traitor of Mars,Science Fiction
Adultery Alumni Association 2,Drama
Adultery Alumni Association 2,Romance
The Visitors II: The Corridors of Time,Comedy
The Visitors II: The Corridors of Time,Fantasy
Naked Killer,Action
Naked Killer,Crime
Naked Killer,Thriller
Bleach the Movie: Fade to Black,Action
Bleach the Movie: Fade to Black,Animation
Bleach the Movie: Fade to Black,Fantasy
Bleach the Movie: Fade to Black,Drama
Earwig and the Witch,Animation
Earwig and the Witch,Fantasy
Earwig and the Witch,Family
Pain and Glory,Drama
The Warrior Princess,History
The Warrior Princess,Action
The Warrior Princess,Drama
Jay and Silent Bob Strike Back,Comedy
The Big Sleep,Mystery
The Big Sleep,Crime
The Big Sleep,Romance
The Big Sleep,Thriller
The Big Sleep,Drama
FernGully: The Last Rainforest,Family
FernGully: The Last Rainforest,Fantasy
FernGully: The Last Rainforest,Animation
FernGully: The Last Rainforest,Adventure
Supernova,Science Fiction
Supernova,Horror
Supernova,Thriller
Sheep,Drama
Kalifornia,Thriller
Kalifornia,Crime
Ninja: Shadow of a Tear,Action
Ninja: Shadow of a Tear,Crime
Ninja: Shadow of a Tear,Thriller
Bride Wars,Comedy
Bride Wars,Romance
The Nut Job 2: Nutty by Nature,Animation
The Nut Job 2: Nutty by Nature,Family
The Nut Job 2: Nutty by Nature,Adventure
The Nut Job 2: Nutty by Nature,Comedy
Tarzan the Ape Man,Action
Tarzan the Ape Man,Adventure
Tarzan the Ape Man,Comedy
Boomerang,Comedy
Boomerang,Romance
The Hunger,Horror
The Hunger,Drama
Stars at Noon,Drama
Stars at Noon,Romance
Stars at Noon,Thriller
A Frozen Flower,Drama
David Attenborough: A Life on Our Planet,Documentary
Moxie,Comedy
Moxie,Drama
Moxie,Music
Into the Woods,Fantasy
Into the Woods,Comedy
Leprechaun Returns,Horror
Leprechaun Returns,Fantasy
Leprechaun Returns,Comedy
The Promise,History
The Promise,Romance
The Promise,Drama
Exotica,Drama
Exotica,Mystery
The Unknown Woman,Thriller
The Unknown Woman,Drama
The Unknown Woman,Mystery
Detective Conan: The Last Wizard of the Century,Animation
Detective Conan: The Last Wizard of the Century,Thriller
Detective Conan: The Last Wizard of the Century,Mystery
The Poison Rose,Thriller
The Poison Rose,Crime
Mobile Suit Gundam Hathaway,Animation
Mobile Suit Gundam Hathaway,Action
Mobile Suit Gundam Hathaway,Drama
Mobile Suit Gundam Hathaway,Science Fiction
Elf Me,Family
Elf Me,Comedy
Elf Me,Fantasy
Elf Me,Adventure
Nerve,Mystery
Nerve,Adventure
Nerve,Crime
Wolf,Fantasy
Wolf,Drama
Wolf,Horror
Wolf,Romance
Do the Right Thing,Drama
A Bird Flew,Drama
All the Money in the World,Crime
All the Money in the World,History
All the Money in the World,Thriller
Exposed,Drama
Exposed,Crime
Exposed,Thriller
Exposed,Mystery
Rock of Ages,Comedy
Rock of Ages,Drama
Rock of Ages,Music
Rock of Ages,Romance
Midnight Cowboy,Drama
Little Shop of Horrors,Horror
Little Shop of Horrors,Comedy
Kizumonogatari Part 2: Nekketsu,Animation
Kizumonogatari Part 2: Nekketsu,Fantasy
Kizumonogatari Part 2: Nekketsu,Mystery
Jai Lava Kusa,Action
Jai Lava Kusa,Thriller
It's a Boy Girl Thing,Comedy
It's a Boy Girl Thing,Fantasy
It's a Boy Girl Thing,Romance
Bad Santa,Drama
Bad Santa,Comedy
Bad Santa,Crime
2:22,Science Fiction
2:22,Mystery
2:22,Thriller
2:22,Romance
Mickey and Friends: Trick or Treats,Animation
Mickey and Friends: Trick or Treats,Family
Kizumonogatari Part 1: Tekketsu,Animation
Kizumonogatari Part 1: Tekketsu,Fantasy
Kizumonogatari Part 1: Tekketsu,Mystery
Videodrome,Horror
Videodrome,Science Fiction
Videodrome,Mystery
Dragon Blade,Adventure
